Name,Movement,Rarity,Type,Special Ability,Attack Wheel Size,Attack Name,Attack Type,Attack Ability,Attack Value,is Gen 1,Evolution,Evolved From,Num Evolutions
Gengar,2,EX,Ghost / Poison,"Night Stalker - This Pokémon can pass through other Pokémon when it MP moves. If it passes through Poisoned, noxious or sleeping Pokémon, they will faint.",40.0,Night Shade,White,,100,True,,Haunter,2
Electrode,3,R,Electric,"Aftermath Switch - When this Pokémon is knocked out, you may knock out one of your Voltorb on the field and all Pokémon adjacent to it",4.0,Miss,Red,,,True,,Voltorb,1
Electrode,3,R,Electric,"Aftermath Switch - When this Pokémon is knocked out, you may knock out one of your Voltorb on the field and all Pokémon adjacent to it",44.0,Shock Blast,White,"If the battle opponent spins an Attack of 101 or more damage, the battle opponent is knocked out",40,True,,Voltorb,1
Electrode,3,R,Electric,"Aftermath Switch - When this Pokémon is knocked out, you may knock out one of your Voltorb on the field and all Pokémon adjacent to it",48.0,Thunder Wave,Purple,The battle opponent becomes paralyzed,☆☆,True,,Voltorb,1
Magneton,2,R,Electric / Steel,Electromagnetic Barrier - This Pokémon is not subject to spin-inducing effects of Attacks,24.0,Tri Attack,White,"If this Pokémon is knocked out, the battle opponent becomes paralyzed, burned or frozen.",80,True,,Magnemite,1
Magneton,2,R,Electric / Steel,Electromagnetic Barrier - This Pokémon is not subject to spin-inducing effects of Attacks,8.0,Dodge,Blue,,,True,,Magnemite,1
Magneton,2,R,Electric / Steel,Electromagnetic Barrier - This Pokémon is not subject to spin-inducing effects of Attacks,24.0,Tri Attack,White,"If this Pokémon is knocked out, the battle opponent becomes paralyzed, burned or frozen.",100,True,,Magnemite,1
Magneton,2,R,Electric / Steel,Electromagnetic Barrier - This Pokémon is not subject to spin-inducing effects of Attacks,8.0,Dodge,Blue,,,True,,Magnemite,1
Magneton,2,R,Electric / Steel,Electromagnetic Barrier - This Pokémon is not subject to spin-inducing effects of Attacks,24.0,Tri Attack,White,"If this Pokémon is knocked out, the battle opponent becomes paralyzed, burned or frozen.",60,True,,Magnemite,1
Magneton,2,R,Electric / Steel,Electromagnetic Barrier - This Pokémon is not subject to spin-inducing effects of Attacks,8.0,Miss,Red,,,True,,Magnemite,1
Arcanine,2,EX,Fire,"Flame Turbine - Can MP move past Fire-type Pokémon and Burned Pokémon. If the battle opponent is affected by a special condition,  the battle opponent's spins are shifted by one segment clockwise",8.0,Miss,Red,,,True,,Growlithe,1
Arcanine,2,EX,Fire,"Flame Turbine - Can MP move past Fire-type Pokémon and Burned Pokémon. If the battle opponent is affected by a special condition,  the battle opponent's spins are shifted by one segment clockwise",20.0,Searing Shot,Purple,The battle opponent becomes burned.,☆☆,True,,Growlithe,1
Arcanine,2,EX,Fire,"Flame Turbine - Can MP move past Fire-type Pokémon and Burned Pokémon. If the battle opponent is affected by a special condition,  the battle opponent's spins are shifted by one segment clockwise",24.0,Flare Blitz,White,"If this Pokémon is knocked out, the battle opponent becomes burned.",80,True,,Growlithe,1
Arcanine,2,EX,Fire,"Flame Turbine - Can MP move past Fire-type Pokémon and Burned Pokémon. If the battle opponent is affected by a special condition,  the battle opponent's spins are shifted by one segment clockwise",4.0,Miss,Red,,,True,,Growlithe,1
Arcanine,2,EX,Fire,"Flame Turbine - Can MP move past Fire-type Pokémon and Burned Pokémon. If the battle opponent is affected by a special condition,  the battle opponent's spins are shifted by one segment clockwise",120.0,Extreme Speed,Gold,,,True,,Growlithe,1
Growlithe,3,R,Fire,Bite Down - The battle opponent of this Pokémon cannot move by effects other than the Attacks of this Pokémon until the end of battle,8.0,Miss,Red,,,True,Arcanine,,0
Growlithe,3,R,Fire,Bite Down - The battle opponent of this Pokémon cannot move by effects other than the Attacks of this Pokémon until the end of battle,28.0,Crunch,White,,90,True,Arcanine,,0
Growlithe,3,R,Fire,Bite Down - The battle opponent of this Pokémon cannot move by effects other than the Attacks of this Pokémon until the end of battle,8.0,Miss,Red,,,True,Arcanine,,0
Growlithe,3,R,Fire,Bite Down - The battle opponent of this Pokémon cannot move by effects other than the Attacks of this Pokémon until the end of battle,52.0,Flame Wheel,White,"If this Pokémon is knocked out, the battle opponent becomes burned.",70,True,Arcanine,,0
Tangela,2,UC,Grass,"Regenerator - If one of your other Pokémon is knocked out, and this Pokémon is in the P.C., this Pokémon moves to the bench",60.0,Bind,White,Spin again until Bind does not land - damage is multiplied by the number of Bind spins. The bttle opponent gains Wait X where X is the number of Bind spins,10x,True,,,0
Tangela,2,UC,Grass,"Regenerator - If one of your other Pokémon is knocked out, and this Pokémon is in the P.C., this Pokémon moves to the bench",24.0,Constrict,Purple,The battle opponent now has Wait.,☆☆,True,,,0
Tangela,2,UC,Grass,"Regenerator - If one of your other Pokémon is knocked out, and this Pokémon is in the P.C., this Pokémon moves to the bench",12.0,Miss,Red,,,True,,,0
Alakazam,2,EX,Psychic,"Psychic Amplifier - If this Pokémon is using the Twisted Spoon plate, it can attack Pokémon that are 2 steps away. While it does, this Pokémon's attacks have Range 2",24.0,Stillblind,Purple,Attaches an Mp-2 marker to the battle opponent or one opposing Pokémon adjacent to the battle opponent. That Pokémon gains Wait 5,☆☆,True,,Kadabra,2
Alakazam,2,EX,Psychic,"Psychic Amplifier - If this Pokémon is using the Twisted Spoon plate, it can attack Pokémon that are 2 steps away. While it does, this Pokémon's attacks have Range 2",4.0,Miss,Red,,,True,,Kadabra,2
Alakazam,2,EX,Psychic,"Psychic Amplifier - If this Pokémon is using the Twisted Spoon plate, it can attack Pokémon that are 2 steps away. While it does, this Pokémon's attacks have Range 2",40.0,Psychic,White,,110,True,,Kadabra,2
Alakazam,2,EX,Psychic,"Psychic Amplifier - If this Pokémon is using the Twisted Spoon plate, it can attack Pokémon that are 2 steps away. While it does, this Pokémon's attacks have Range 2",24.0,Psyshock,Purple,"If the battle opponent is affected by a special condition or has Wait, the battle opponent is knocked out. The battle opponent gains Wait 3.",☆☆☆,True,,Kadabra,2
Alakazam,2,EX,Psychic,"Psychic Amplifier - If this Pokémon is using the Twisted Spoon plate, it can attack Pokémon that are 2 steps away. While it does, this Pokémon's attacks have Range 2",20.0,Psycho Shift,Blue,"If this Pokémon has a special condition, that condition is applied to its battle opponent and removed from this Pokémon instead.",,True,,Kadabra,2
Kangaskhan,2,EX,Normal,Scrappy - This Pokémon cannot be knocked out if it's not affected by a special condition and its battle opponent is a Ghost-type Pokémon,28.0,Sucker Punch,Gold,,100,True,,,0
Kangaskhan,2,EX,Normal,Scrappy - This Pokémon cannot be knocked out if it's not affected by a special condition and its battle opponent is a Ghost-type Pokémon,8.0,Miss,Red,,,True,,,0
Kangaskhan,2,EX,Normal,Scrappy - This Pokémon cannot be knocked out if it's not affected by a special condition and its battle opponent is a Ghost-type Pokémon,32.0,Facade,White,"If this Pokémon is affected by a special condition, it deals x2 damage",150,True,,,0
Kangaskhan,2,EX,Normal,Scrappy - This Pokémon cannot be knocked out if it's not affected by a special condition and its battle opponent is a Ghost-type Pokémon,28.0,Double-Edge,Purple,This Pokémon and the battle opponent are knocked out,☆☆,True,,,0
Pinsir,2,EX,Bug,King Spike - Opposing Pokémon adjacent to this Pokémon cannot tag or be tagged. Gold Attacks of battle opponents that have an MP-reducing marker become White Attacks,4.0,Miss,Red,,,True,,,0
Pinsir,2,EX,Bug,King Spike - Opposing Pokémon adjacent to this Pokémon cannot tag or be tagged. Gold Attacks of battle opponents that have an MP-reducing marker become White Attacks,24.0,Guillotine,Purple,The battle opponent is knocked out.,☆,True,,,0
Pinsir,2,EX,Bug,King Spike - Opposing Pokémon adjacent to this Pokémon cannot tag or be tagged. Gold Attacks of battle opponents that have an MP-reducing marker become White Attacks,4.0,Miss,Red,,,True,,,0
Pinsir,2,EX,Bug,King Spike - Opposing Pokémon adjacent to this Pokémon cannot tag or be tagged. Gold Attacks of battle opponents that have an MP-reducing marker become White Attacks,28.0,Clamping Vice,Purple,Attaches an MP-2 Marker to the battle opponent. The battle opponent gains Wait 3,☆,True,,,0
Pinsir,2,EX,Bug,King Spike - Opposing Pokémon adjacent to this Pokémon cannot tag or be tagged. Gold Attacks of battle opponents that have an MP-reducing marker become White Attacks,36.0,Quick Attack,Gold,,140,True,,,0
Gyarados,2,EX,Water / Flying,Rampager - This Pokémon may MP move through other Pokémon on the field. Pokémon that are knocked out by the attacks of this Pokémon are temporarily excluded from the duel and can move to their P.C. after 5 turns,8.0,Miss,Red,,,True,,Magikarp,1
Gyarados,2,EX,Water / Flying,Rampager - This Pokémon may MP move through other Pokémon on the field. Pokémon that are knocked out by the attacks of this Pokémon are temporarily excluded from the duel and can move to their P.C. after 5 turns,36.0,Waterfall,White,"If the battle opponent is a Water-type Pokémon, this Pokémon takes no damage and moves to a spot beyond the battle opponent.",130,True,,Magikarp,1
Gyarados,2,EX,Water / Flying,Rampager - This Pokémon may MP move through other Pokémon on the field. Pokémon that are knocked out by the attacks of this Pokémon are temporarily excluded from the duel and can move to their P.C. after 5 turns,20.0,Dragon Dance,White,Spin again until an Attack other than Dragon Dance is spun. Damage Attacks deal +50 damage,,True,,Magikarp,1
Gyarados,2,EX,Water / Flying,Rampager - This Pokémon may MP move through other Pokémon on the field. Pokémon that are knocked out by the attacks of this Pokémon are temporarily excluded from the duel and can move to their P.C. after 5 turns,4.0,Miss,Red,,,True,,Magikarp,1
Gyarados,2,EX,Water / Flying,Rampager - This Pokémon may MP move through other Pokémon on the field. Pokémon that are knocked out by the attacks of this Pokémon are temporarily excluded from the duel and can move to their P.C. after 5 turns,28.0,Hurricane,Purple,Moves the battle opponent to the bench. The battle opponent and all opposing Flying-type Pokémon on the field gain Wait 3,☆☆,True,,Magikarp,1
Aerodactyl,2,EX,Rock / Flying,"Air Power - Restored Pokémon. If this Pokémon is not affected by a special condition, it may MP move over Pokémon on the field that don't have Soar. Opposing Pokémon that are not Ghost- or Ground-type Pokémon cannot MP move through this Pokémon using the effect of an ability. If this Pokémon is on the field, opposing  Pokémon cannot use the effect of Air Balloon to MP move over other Pokémon",4.0,Miss,Red,,,True,,,0
Aerodactyl,2,EX,Rock / Flying,"Air Power - Restored Pokémon. If this Pokémon is not affected by a special condition, it may MP move over Pokémon on the field that don't have Soar. Opposing Pokémon that are not Ghost- or Ground-type Pokémon cannot MP move through this Pokémon using the effect of an ability. If this Pokémon is on the field, opposing  Pokémon cannot use the effect of Air Balloon to MP move over other Pokémon",40.0,Stone Edge,White,,150,True,,,0
Aerodactyl,2,EX,Rock / Flying,"Air Power - Restored Pokémon. If this Pokémon is not affected by a special condition, it may MP move over Pokémon on the field that don't have Soar. Opposing Pokémon that are not Ghost- or Ground-type Pokémon cannot MP move through this Pokémon using the effect of an ability. If this Pokémon is on the field, opposing  Pokémon cannot use the effect of Air Balloon to MP move over other Pokémon",20.0,Sky Drop,Blue,"This Pokémon moves to a point 2 steps away and gains Wait. If the battle opponent is a non-Flying-type Pokémon, the battle opponent gains Wait 5.",,True,,,0
Aerodactyl,2,EX,Rock / Flying,"Air Power - Restored Pokémon. If this Pokémon is not affected by a special condition, it may MP move over Pokémon on the field that don't have Soar. Opposing Pokémon that are not Ghost- or Ground-type Pokémon cannot MP move through this Pokémon using the effect of an ability. If this Pokémon is on the field, opposing  Pokémon cannot use the effect of Air Balloon to MP move over other Pokémon",4.0,Miss,Red,,,True,,,0
Aerodactyl,2,EX,Rock / Flying,"Air Power - Restored Pokémon. If this Pokémon is not affected by a special condition, it may MP move over Pokémon on the field that don't have Soar. Opposing Pokémon that are not Ghost- or Ground-type Pokémon cannot MP move through this Pokémon using the effect of an ability. If this Pokémon is on the field, opposing  Pokémon cannot use the effect of Air Balloon to MP move over other Pokémon",28.0,Taunt,Purple,"Until the end of your next turn, if the Pokémon hit by this attack spins a Purple attack or a Blue attack, shift the result clockwise until a non-Purple, non-Blue Attack comes up.",☆☆☆,True,,,0
Abra,2,R,Psychic,"Sturdy - If this Pokémon is not affected by a Special Condition, it is not knocked out by knockout-causing Attack effects",28.0,Teleport,Purple,This Pokémon moves 2 steps away.,☆☆☆,True,Kadabra,,0
Abra,2,R,Psychic,"Sturdy - If this Pokémon is not affected by a Special Condition, it is not knocked out by knockout-causing Attack effects",4.0,Miss,Red,,,True,Kadabra,,0
Abra,2,R,Psychic,"Sturdy - If this Pokémon is not affected by a Special Condition, it is not knocked out by knockout-causing Attack effects",16.0,Zen Headbutt,White,The battle opponent gains Wait 3.,20,True,Kadabra,,0
Abra,2,R,Psychic,"Sturdy - If this Pokémon is not affected by a Special Condition, it is not knocked out by knockout-causing Attack effects",28.0,Teleport,Purple,This Pokémon moves 2 steps away.,☆☆☆,True,Kadabra,,0
Abra,2,R,Psychic,"Sturdy - If this Pokémon is not affected by a Special Condition, it is not knocked out by knockout-causing Attack effects",20.0,Sense Danger,Blue,This Pokémon switches places with its battle opponent.,,True,Kadabra,,0
Kadabra,2,R,Psychic,"Psychic Amplifier - If this Pokémon is using the Twisted Spoon plate, it can attack Pokémon that are 2 steps away. While it does, this Pokémon's attacks have Range 2",20.0,Teleport Beam,Purple,Moves the battle opponent to a point 3 steps away. The battle opponent also becomes confused.,☆☆,True,Alakazam,Abra,1
Kadabra,2,R,Psychic,"Psychic Amplifier - If this Pokémon is using the Twisted Spoon plate, it can attack Pokémon that are 2 steps away. While it does, this Pokémon's attacks have Range 2",4.0,Miss,Red,,,True,Alakazam,Abra,1
Kadabra,2,R,Psychic,"Psychic Amplifier - If this Pokémon is using the Twisted Spoon plate, it can attack Pokémon that are 2 steps away. While it does, this Pokémon's attacks have Range 2",36.0,Super Psy,White,"If this Pokémon is knocked out, the battle opponent becomes confused.",60,True,Alakazam,Abra,1
Kadabra,2,R,Psychic,"Psychic Amplifier - If this Pokémon is using the Twisted Spoon plate, it can attack Pokémon that are 2 steps away. While it does, this Pokémon's attacks have Range 2",20.0,Teleport Beam,Purple,Moves the battle opponent to a point 3 steps away. The battle opponent also becomes confused.,☆☆,True,Alakazam,Abra,1
Kadabra,2,R,Psychic,"Psychic Amplifier - If this Pokémon is using the Twisted Spoon plate, it can attack Pokémon that are 2 steps away. While it does, this Pokémon's attacks have Range 2",16.0,Annihilate,Blue,This Pokémon moves 2 steps away.,,True,Alakazam,Abra,1
Rapidash,2,R,Fire,"Rush In - At the start of your turn, this Pokémon may route move to a point 1-4 steps away in a straight line instead of an MP move. If it does, this Pokémon counts as having already battled. Your turn ends",4.0,Miss,Red,,,True,,Ponyta,1
Rapidash,2,R,Fire,"Rush In - At the start of your turn, this Pokémon may route move to a point 1-4 steps away in a straight line instead of an MP move. If it does, this Pokémon counts as having already battled. Your turn ends",32.0,Overheat,White,This attack becomes a Miss for the next turn,130,True,,Ponyta,1
Rapidash,2,R,Fire,"Rush In - At the start of your turn, this Pokémon may route move to a point 1-4 steps away in a straight line instead of an MP move. If it does, this Pokémon counts as having already battled. Your turn ends",4.0,Miss,Red,,,True,,Ponyta,1
Rapidash,2,R,Fire,"Rush In - At the start of your turn, this Pokémon may route move to a point 1-4 steps away in a straight line instead of an MP move. If it does, this Pokémon counts as having already battled. Your turn ends",20.0,Horn Drill,Purple,The battle opponent is knocked out,☆,True,,Ponyta,1
Rapidash,2,R,Fire,"Rush In - At the start of your turn, this Pokémon may route move to a point 1-4 steps away in a straight line instead of an MP move. If it does, this Pokémon counts as having already battled. Your turn ends",4.0,Miss,Red,,,True,,Ponyta,1
Rapidash,2,R,Fire,"Rush In - At the start of your turn, this Pokémon may route move to a point 1-4 steps away in a straight line instead of an MP move. If it does, this Pokémon counts as having already battled. Your turn ends",32.0,Flare Blitz,White,"If this Pokémon is knocked out, the battle opponent becomes Burned.",80,True,,Ponyta,1
Omastar,1,R,Rock / Water,"Speed Booster: Omaster - Restored Pokémon. If this Pokémon is evolved, it has MP +1. When this Pokémon is excluded from the duel, it returns to its previous Evolution, if possible",4.0,Miss,Red,,,True,,Omanyte,1
Omastar,1,R,Rock / Water,"Speed Booster: Omaster - Restored Pokémon. If this Pokémon is evolved, it has MP +1. When this Pokémon is excluded from the duel, it returns to its previous Evolution, if possible",40.0,Bind,White,Spin again until Bind does not land - damage is multiplied by the number of Bind spins. The bttle opponent gains Wait X where X is the number of Bind spins,70x,True,,Omanyte,1
Omastar,1,R,Rock / Water,"Speed Booster: Omaster - Restored Pokémon. If this Pokémon is evolved, it has MP +1. When this Pokémon is excluded from the duel, it returns to its previous Evolution, if possible",24.0,Toxic,Purple,The battle opponent becomes noxious,☆,True,,Omanyte,1
Omastar,1,R,Rock / Water,"Speed Booster: Omaster - Restored Pokémon. If this Pokémon is evolved, it has MP +1. When this Pokémon is excluded from the duel, it returns to its previous Evolution, if possible",4.0,Miss,Red,,,True,,Omanyte,1
Omastar,1,R,Rock / Water,"Speed Booster: Omaster - Restored Pokémon. If this Pokémon is evolved, it has MP +1. When this Pokémon is excluded from the duel, it returns to its previous Evolution, if possible",24.0,Blue Tentacles,Blue,This Pokémon moves to your P.C. The battle opponent moves to your P.C.,,True,,Omanyte,1
Aerodactyl,3,R,Rock / Flying,Soar: Aerodactyl - Restored Pokémon. This Pokémon may MP move over Pokémon on the field that don't have Soar.,4.0,Miss,Red,,,True,,,0
Aerodactyl,3,R,Rock / Flying,Soar: Aerodactyl - Restored Pokémon. This Pokémon may MP move over Pokémon on the field that don't have Soar.,16.0,Dragon Claw,White,,70,True,,,0
Aerodactyl,3,R,Rock / Flying,Soar: Aerodactyl - Restored Pokémon. This Pokémon may MP move over Pokémon on the field that don't have Soar.,28.0,Ice Fang,White,"If this Pokémon is knocked out, the battle opponent becomes frozen.",40,True,,,0
Aerodactyl,3,R,Rock / Flying,Soar: Aerodactyl - Restored Pokémon. This Pokémon may MP move over Pokémon on the field that don't have Soar.,16.0,Dragon Claw,White,,70,True,,,0
Aerodactyl,3,R,Rock / Flying,Soar: Aerodactyl - Restored Pokémon. This Pokémon may MP move over Pokémon on the field that don't have Soar.,4.0,Miss,Red,,,True,,,0
Aerodactyl,3,R,Rock / Flying,Soar: Aerodactyl - Restored Pokémon. This Pokémon may MP move over Pokémon on the field that don't have Soar.,28.0,Taunt,Purple,"Until the end of your turn, if the Pokémon hit by this Attack spins a Purple attack or Blue Attack, shift the result clockwise until a non-Purple, non-Blue attack comes up.",☆☆☆,True,,,0
Ponyta,3,UC,Fire,"Rush In - At the start of your turn, this Pokémon may route move to a point 1-4 steps away in a straight line instead of an MP move. If it does, this Pokémon counts as having already battled. Your turn ends",4.0,Miss,Red,,,True,Rapidash,,0
Ponyta,3,UC,Fire,"Rush In - At the start of your turn, this Pokémon may route move to a point 1-4 steps away in a straight line instead of an MP move. If it does, this Pokémon counts as having already battled. Your turn ends",32.0,Flame Wheel,White,"If this Pokémon is knocked out, the battle opponent becomes Burned.",80,True,Rapidash,,0
Ponyta,3,UC,Fire,"Rush In - At the start of your turn, this Pokémon may route move to a point 1-4 steps away in a straight line instead of an MP move. If it does, this Pokémon counts as having already battled. Your turn ends",4.0,Miss,Red,,,True,Rapidash,,0
Ponyta,3,UC,Fire,"Rush In - At the start of your turn, this Pokémon may route move to a point 1-4 steps away in a straight line instead of an MP move. If it does, this Pokémon counts as having already battled. Your turn ends",20.0,Dodge,Blue,,,True,Rapidash,,0
Ponyta,3,UC,Fire,"Rush In - At the start of your turn, this Pokémon may route move to a point 1-4 steps away in a straight line instead of an MP move. If it does, this Pokémon counts as having already battled. Your turn ends",4.0,Miss,Red,,,True,Rapidash,,0
Ponyta,3,UC,Fire,"Rush In - At the start of your turn, this Pokémon may route move to a point 1-4 steps away in a straight line instead of an MP move. If it does, this Pokémon counts as having already battled. Your turn ends",32.0,Kick Away,Purple,The battle opponent is knocked 2 steps back (the opponent chooses the point) and gains Wait,☆,True,Rapidash,,0
Slowpoke,1,R,Water / Psychic,Oblivious - This Pokémon cannot be paralyzed. This Pokémon is not affected by Taunt,8.0,Miss,Red,,,True,Slowking,,0
Slowpoke,1,R,Water / Psychic,Oblivious - This Pokémon cannot be paralyzed. This Pokémon is not affected by Taunt,24.0,Trick Room,Purple,"For 5 turns, the Gold Attacks of all Pokémon become Misses, the MP of Pokémon that have MP 3 or higher become 1 and the MP of Pokémon that have MP 1 or lower becomes 3 (MP-Increasing or MP-decreasing effects from markers are applied after this)",☆☆,True,Slowking,,0
Slowpoke,1,R,Water / Psychic,Oblivious - This Pokémon cannot be paralyzed. This Pokémon is not affected by Taunt,36.0,Yawn,Purple,The battle opponent falls asleep,☆,True,Slowking,,0
Slowpoke,1,R,Water / Psychic,Oblivious - This Pokémon cannot be paralyzed. This Pokémon is not affected by Taunt,28.0,Psychic,White,,120,True,Slowking,,0
Omanyte,2,UC,Rock / Water,"Emergent Evolution - Restored Pokémon. After this Pokémon battles, it may evolve if it's on the field.",4.0,Miss,Red,,,True,Omastar,,0
Omanyte,2,UC,Rock / Water,"Emergent Evolution - Restored Pokémon. After this Pokémon battles, it may evolve if it's on the field.",40.0,Bind,White,Spin again until Bind does not land - damage is multiplied by the number of Bind spins. The bttle opponent gains Wait X where X is the number of Bind spins,40x,True,Omastar,,0
Omanyte,2,UC,Rock / Water,"Emergent Evolution - Restored Pokémon. After this Pokémon battles, it may evolve if it's on the field.",24.0,Ancient Power,White,"While they are on the field, your Restored Pokémon deal +10 damage to the battle opponent and gain +1 ☆",70,True,Omastar,,0
Omanyte,2,UC,Rock / Water,"Emergent Evolution - Restored Pokémon. After this Pokémon battles, it may evolve if it's on the field.",4.0,Miss,Red,,,True,Omastar,,0
Omanyte,2,UC,Rock / Water,"Emergent Evolution - Restored Pokémon. After this Pokémon battles, it may evolve if it's on the field.",24.0,Protect,Blue,This Pokémon gains Wait,,True,Omastar,,0
